Project,Station_Name,Station_Number,Latitude,Longitude,Sample_Code,Date,Date_Time,Result_DissNitrateNitrite,Result_DissNitrate,Detection_Condition_DissNitrateNitrite,Detection_Condition_DissNitrate,Reporting_Limit_DissNitrateNitrite,Reporting_Limit_DissNitrate,Units_DissNitrateNitrite,Units_DissNitrate,Method_DissNitrateNitrite,Method_DissNitrate
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C1015B1128,2015-10-21,2015-10-21T17:10:00Z,0.1,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C1015B1127,2015-10-21,2015-10-21T18:00:00Z,0.04,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C1015B1115,2015-10-21,2015-10-21T18:30:00Z,0.08,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C1015B1185,2015-10-21,2015-10-21T19:30:00Z,0.55,2.4,Detected,Detected,0.01,2,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C1015B1126,2015-10-21,2015-10-21T20:00:00Z,0.03,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C1015B1125,2015-10-21,2015-10-21T20:05:00Z,0.46,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,West Sac Intake,A0210451,38.598,-121.5494,C1115B1189,2015-11-02,2015-11-02T17:30:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C1115B1197,2015-11-02,2015-11-02T18:30:00Z,0.56,2.2,Detected,Detected,0.01,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Colusa,A0294500,38.7993,-121.7252,C1115B1190,2015-11-02,2015-11-02T19:15:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Rock Slough at Fish Screens,B9C75861385,37.977058,-121.642189,C1115B1198,2015-11-02,2015-11-02T20:28:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,American River at WTP,A0714010,38.5596,-121.4169,C1115B1192,2015-11-02,2015-11-02T21:15:00Z,0.01,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Station 09,B9D75351342,37.891,-121.5702,C1115B1199,2015-11-02,2015-11-02T21:30:00Z,0.23,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,NEMDEC,A0V83671280,38.611164,-121.467411,C1115B1191,2015-11-02,2015-11-02T22:05:00Z,3.29,14.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,P10A,B9D75351292,37.890778,-121.488361,C1115B1200,2015-11-02,2015-11-02T22:25:00Z,0.22,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Bacon Island,B9D75811344,37.9694,-121.5722,C1115B1201,2015-11-02,2015-11-02T23:20:00Z,0.16,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C1115B1218,2015-11-03,2015-11-03T18:00:00Z,0.26,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C1115B1219,2015-11-03,2015-11-03T19:55:00Z,0.14,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C1115B1220,2015-11-03,2015-11-03T21:25:00Z,0.03,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C1115B1221,2015-11-03,2015-11-03T22:20:00Z,0.17,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C1115B1222,2015-11-03,2015-11-03T23:28:00Z,0.14,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C1115B1279,2015-11-18,2015-11-18T17:15:00Z,0.67,3.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C1115B1237,2015-11-18,2015-11-18T18:27:00Z,0.49,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C1115B1280,2015-11-18,2015-11-18T18:30:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C1115B1238,2015-11-18,2015-11-18T18:41:00Z,0.53,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C1115B1239,2015-11-18,2015-11-18T18:55:00Z,0.28,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C1115B1240,2015-11-18,2015-11-18T19:10:00Z,0.11,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C1115B1241,2015-11-18,2015-11-18T19:35:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C1115B1242,2015-11-18,2015-11-18T19:47:00Z,0.12,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C1115B1281,2015-11-18,2015-11-18T19:50:00Z,0.02,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C1115B1258,2015-11-18,2015-11-18T20:00:00Z,0.5,1.7,Detected,Detected,0.01,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C1115B1243,2015-11-18,2015-11-18T20:06:00Z,0.52,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C1115B1244,2015-11-18,2015-11-18T20:17:00Z,0.48,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C1115B1245,2015-11-18,2015-11-18T20:26:00Z,0.55,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C1115B1282,2015-11-18,2015-11-18T20:35:00Z,0.18,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C1115B1246,2015-11-18,2015-11-18T20:47:00Z,0.34,1.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C1115B1283,2015-11-18,2015-11-18T21:25:00Z,0.13,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C1215B1361,2015-12-07,2015-12-07T17:44:00Z,0.5,2.5,Detected,Detected,0.01,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C1215B1353,2015-12-07,2015-12-07T17:55:00Z,0.73,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Rock Slough at Fish Screens,B9C75861385,37.977058,-121.642189,C1215B1362,2015-12-07,2015-12-07T19:40:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C1215B1354,2015-12-07,2015-12-07T19:55:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Station 09,B9D75351342,37.891,-121.5702,C1215B1363,2015-12-07,2015-12-07T20:33:00Z,0.25,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C1215B1355,2015-12-07,2015-12-07T21:00:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,P10A,B9D75351292,37.890778,-121.488361,C1215B1364,2015-12-07,2015-12-07T21:00:00Z,0.18,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Bacon Island,B9D75811344,37.9694,-121.5722,C1215B1365,2015-12-07,2015-12-07T21:50:00Z,0.33,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C1215B1356,2015-12-07,2015-12-07T22:15:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C1215B1357,2015-12-07,2015-12-07T23:05:00Z,0.15,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,West Sac Intake,A0210451,38.598,-121.5494,C1215B1382,2015-12-08,2015-12-08T17:55:00Z,0.12,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C1215B1369,2015-12-08,2015-12-08T18:10:00Z,0.49,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C1215B1370,2015-12-08,2015-12-08T18:45:00Z,0.52,2.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Colusa,A0294500,38.7993,-121.7252,C1215B1383,2015-12-08,2015-12-08T19:15:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C1215B1371,2015-12-08,2015-12-08T19:18:00Z,0.79,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C1215B1372,2015-12-08,2015-12-08T19:44:00Z,0.26,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C1215B1373,2015-12-08,2015-12-08T20:04:00Z,0.12,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C1215B1374,2015-12-08,2015-12-08T20:17:00Z,0.15,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C1215B1375,2015-12-08,2015-12-08T20:45:00Z,0.43,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C1215B1376,2015-12-08,2015-12-08T21:00:00Z,0.48,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C1215B1377,2015-12-08,2015-12-08T21:20:00Z,0.45,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,American River at WTP,A0714010,38.5596,-121.4169,C1215B1385,2015-12-08,2015-12-08T21:25:00Z,0.14,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C1215B1378,2015-12-08,2015-12-08T21:42:00Z,0.25,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,NEMDEC,A0V83671280,38.611164,-121.467411,C1215B1384,2015-12-08,2015-12-08T22:25:00Z,2.93,13.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C1215B1422,2015-12-21,2015-12-21T18:18:00Z,0.53,2.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C1215B1423,2015-12-21,2015-12-21T18:35:00Z,0.49,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C1215B1424,2015-12-21,2015-12-21T18:51:00Z,0.78,4.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C1215B1425,2015-12-21,2015-12-21T19:25:00Z,0.28,1.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C1215B1426,2015-12-21,2015-12-21T19:38:00Z,0.11,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C1215B1427,2015-12-21,2015-12-21T19:54:00Z,0.21,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C1215B1428,2015-12-21,2015-12-21T20:16:00Z,0.55,2.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C1215B1418,2015-12-21,2015-12-21T20:25:00Z,0.47,2.5,Detected,Detected,0.01,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C1215B1429,2015-12-21,2015-12-21T20:27:00Z,0.49,2.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C1215B1430,2015-12-21,2015-12-21T20:41:00Z,0.55,2.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C1215B1431,2015-12-21,2015-12-21T21:00:00Z,0.44,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C1215B1411,2015-12-22,2015-12-22T18:30:00Z,0.8,4.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C1215B1412,2015-12-22,2015-12-22T20:05:00Z,0.1,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C1215B1413,2015-12-22,2015-12-22T21:40:00Z,0.03,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C1215B1414,2015-12-22,2015-12-22T22:40:00Z,0.31,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C1215B1415,2015-12-22,2015-12-22T23:45:00Z,0.39,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,West Sac Intake,A0210451,38.598,-121.5494,C0116B0002,2016-01-04,2016-01-04T17:00:00Z,0.26,1.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,D10A,B9D80261551,38.042889,-121.920111,C0116B0010,2016-01-04,2016-01-04T18:00:00Z,0.51,2.8,Detected,Detected,0.01,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Colusa,A0294500,38.7993,-121.7252,C0116B0003,2016-01-04,2016-01-04T18:25:00Z,0.19,1.1,Detected,Detected,0.01,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,NEMDEC,A0V83671280,38.611164,-121.467411,C0116B0004,2016-01-04,2016-01-04T19:30:00Z,2.63,15.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Rock Slough at Fish Screens,B9C75861385,37.977058,-121.642189,C0116B0011,2016-01-04,2016-01-04T19:55:00Z,0.13,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Station 09,B9D75351342,37.891,-121.5702,C0116B0012,2016-01-04,2016-01-04T21:10:00Z,0.64,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,American River at WTP,A0714010,38.5596,-121.4169,C0116B0005,2016-01-04,2016-01-04T21:15:00Z,0.18,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,P10A,B9D75351292,37.890778,-121.488361,C0116B0013,2016-01-04,2016-01-04T21:40:00Z,0.67,3.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Bacon Island,B9D75811344,37.9694,-121.5722,C0116B0014,2016-01-04,2016-01-04T22:30:00Z,0.57,3.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Cache Sl at Ryer,B9D81281401,38.213358,-121.668558,C0116B0018,2016-01-05,2016-01-05T18:26:00Z,0.44,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C0116B0060,2016-01-05,2016-01-05T18:30:00Z,1.03,5.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Lindsey Slough,B9D81481421,38.246667,-121.701667,C0116B0019,2016-01-05,2016-01-05T18:43:00Z,0.59,3.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Upper Cache Slough,B9D81701460,38.282581,-121.766528,C0116B0020,2016-01-05,2016-01-05T18:57:00Z,0.69,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Shag Slough at Liberty Island Bridge,B9S81841416,38.306528,-121.693278,C0116B0021,2016-01-05,2016-01-05T19:10:00Z,0.52,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Wildlands,B9D82011403,38.335564,-121.671156,C0116B0022,2016-01-05,2016-01-05T19:33:00Z,0.43,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Liberty Cut,B9D81971401,38.32885,-121.66753,C0116B0023,2016-01-05,2016-01-05T19:44:00Z,0.41,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,South Tip of Liberty Island,B9D81461410,38.24285,-121.6836,C0116B0024,2016-01-05,2016-01-05T20:02:00Z,0.6,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,SDWC,B9D81621397,38.269411,-121.662322,C0116B0025,2016-01-05,2016-01-05T20:13:00Z,0.58,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C0116B0061,2016-01-05,2016-01-05T20:15:00Z,0.27,1.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner below P,B9D81410400,38.235111,-121.665964,C0116B0026,2016-01-05,2016-01-05T20:23:00Z,0.6,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Miner at HWY84,B9D81751379,38.291658,-121.630842,C0116B0027,2016-01-05,2016-01-05T20:38:00Z,0.39,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Mokelumne River at Benson's Ferry,B9D81531264,38.255289,-121.439967,C0116B0062,2016-01-05,2016-01-05T21:20:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C3A,B9D82211312,38.367655,-121.520475,C0116B0063,2016-01-05,2016-01-05T22:20:00Z,0.34,1.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Westin Boat Dock,B9D83221310,38.536656,-121.516619,C0116B0064,2016-01-05,2016-01-05T23:20:00Z,0.28,1.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,C10A,B9D74081159,37.679343,-121.264857,C0116B0031,2016-01-19,2016-01-19T17:35:00Z,0.9,5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
WQA Discrete Sampling and Special Studies,Calaveras at UOP,B9D75891188,37.981361,-121.314,C0116B0032,2016-01-19,2016-01-19T18:55:00Z,0.77,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
