"sample_code","collection_date","station_number","rpt_limit_field_specific_conductance","rpt_limit_dissolved_nitrate_nitrite","rpt_limit_total_kjeldahl_nitrogen","rpt_limit_dissolved_nitrate","result_field_specific_conductance","result_dissolved_nitrate_nitrite","result_total_kjeldahl_nitrogen","result_dissolved_nitrate","method_field_specific_conductance","method_dissolved_nitrate_nitrite","method_total_kjeldahl_nitrogen","method_dissolved_nitrate","nitrate_as_N","nitrate_RL_as_N","total_nitrogen","tn_vs_no3","difference"
"C1117B1836",2017-11-08,"A0V83671280",NA,0.01,0.1,0.1,NA,3.35,0.6,13.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",3.11627906976744,0.0232558139534884,3.95,"greater",0.833720930232558
"C1117B1880",2017-11-20,"B9D81531264",NA,0.01,0.1,0.1,NA,0.28,0.3,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.58,"greater",0.30093023255814
"C1117B1895",2017-11-21,"B9D81481421",NA,0.01,0.1,0.1,NA,0.43,0.4,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.83,"greater",0.364883720930233
"C1117B1902",2017-11-21,"B9D81410400",NA,0.01,0.1,0.1,NA,0.29,0.5,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.79,"greater",0.51093023255814
"C1117B1903",2017-11-21,"B9D81751379",NA,0.01,0.1,0.1,NA,0.27,0.5,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.77,"greater",0.49093023255814
"C1217B1936",2017-12-04,"A0V83671280",NA,0.01,0.1,0.1,NA,2,1.4,8.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.95348837209302,0.0232558139534884,3.4,"greater",1.44651162790698
"C1217B1946",2017-12-04,"B9D75351292",NA,0.01,0.1,0.1,NA,0.67,0.4,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,1.07,"greater",0.488604651162791
"C1217B1952",2017-12-05,"B9D81481421",NA,0.01,0.1,0.1,NA,0.47,0.4,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.87,"greater",0.404883720930233
"C1217B1956",2017-12-05,"B9D81971401",NA,0.01,0.1,0.1,NA,0.04,0.4,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.44,"greater",0.393488372093023
"C1217B1959",2017-12-05,"B9D81410400",NA,0.01,0.1,0.1,NA,0.27,0.5,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.77,"greater",0.514186046511628
"C1217B1960",2017-12-05,"B9D81751379",NA,0.01,0.1,0.1,NA,0.24,0.8,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,1.04,"greater",0.807441860465116
"C1217B2067",2017-12-19,"B9D81481421",NA,0.01,0.1,0.1,NA,0.42,0.4,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.82,"greater",0.354883720930233
"C1217B2071",2017-12-19,"B9D81971401",NA,0.01,0.1,0.1,NA,0.09,0.4,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.49,"greater",0.396976744186047
"C1217B2074",2017-12-19,"B9D81410400",NA,0.01,0.1,0.1,NA,0.18,0.6,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.78,"greater",0.593953488372093
"C1217B2075",2017-12-19,"B9D81751379",NA,0.01,0.1,0.1,NA,0.15,0.7,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.85,"greater",0.687209302325581
"C0118B0004",2018-01-08,"A0V83671280",NA,0.01,0.1,0.1,NA,1.05,1.1,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,2.15,"greater",0.987209302325582
"C0118B0014",2018-01-08,"B9D75351292",NA,0.01,0.1,0.1,NA,0.73,0.5,3.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.744186046511628,0.0232558139534884,1.23,"greater",0.485813953488372
"C0118B0020",2018-01-09,"B9D81481421",NA,0.01,0.1,0.1,NA,0.46,0.6,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.06,"greater",0.594883720930233
"C0118B0024",2018-01-09,"B9D81971401",NA,0.01,0.1,0.1,NA,0.04,0.3,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.34,"greater",0.293488372093023
"C0118B0034",2018-01-09,"B9D81531264",NA,0.01,0.1,0.1,NA,0.06,0.2,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.26,"greater",0.213488372093023
"C0118B0027",2018-01-09,"B9D81410400",NA,0.01,0.1,0.1,NA,0.36,0.7,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.06,"greater",0.594883720930233
"C0118B0028",2018-01-09,"B9D81751379",NA,0.01,0.1,0.1,NA,0.41,0.8,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.21,"greater",0.744883720930233
"C0118B0076",2018-01-22,"B9D81531264",NA,0.01,0.1,0.1,NA,0.24,0.2,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.44,"greater",0.230697674418605
"C0118B0091",2018-01-23,"B9D81481421",NA,0.01,0.1,0.1,NA,0.62,0.6,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.22,"greater",0.685116279069767
"C0118B0095",2018-01-23,"B9D81971401",NA,0.01,0.1,0.1,NA,0.38,0.7,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,1.08,"greater",0.754418604651163
"C0118B0098",2018-01-23,"B9D81410400",NA,0.01,0.1,0.1,NA,0.31,0.5,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.81,"greater",0.577441860465116
"C0218B0157",2018-02-05,"A0V83671280",NA,0.01,0.1,0.1,NA,1.23,1,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,2.23,"greater",1.06720930232558
"C0218B0168",2018-02-05,"B9D75351292",NA,0.01,0.1,0.1,NA,1.07,0.7,4.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.976744186046512,0.0232558139534884,1.77,"greater",0.793255813953488
"C0218B0187",2018-02-07,"B9D81481421",NA,0.01,0.1,0.1,NA,0.39,0.5,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.89,"greater",0.424883720930233
"C0218B0191",2018-02-07,"B9D81971401",NA,0.01,0.1,0.1,NA,0.1,0.4,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.5,"greater",0.406976744186047
"C0218B0194",2018-02-07,"B9D81410400",NA,0.01,0.1,0.1,NA,0.26,0.6,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.86,"greater",0.627441860465116
"C0218B0195",2018-02-07,"B9D81751379",NA,0.01,0.1,0.1,NA,0.23,0.6,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.83,"greater",0.620697674418605
"C0218B0292",2018-02-21,"B9D81481421",NA,0.01,0.1,0.1,NA,0.33,0.5,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.83,"greater",0.527674418604651
"C0218B0299",2018-02-21,"B9D81410400",NA,0.01,0.1,0.1,NA,0.21,0.8,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,1.01,"greater",0.800697674418605
"C0218B0300",2018-02-21,"B9D81751379",NA,0.01,0.1,0.1,NA,0.15,0.7,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.85,"greater",0.687209302325581
"C0318B0344",2018-03-13,"B9D81971401",NA,0.01,0.1,0.1,NA,0.12,0.7,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.82,"greater",0.726976744186046
"C0318B0348",2018-03-13,"B9D81751379",NA,0.01,0.1,0.1,NA,0.18,0.6,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.78,"greater",0.593953488372093
"C0318B0363",2018-03-14,"A0V83671280",NA,0.01,0.1,0.1,NA,0.8,0.8,3.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.72093023255814,0.0232558139534884,1.6,"greater",0.87906976744186
"C0318B0408",2018-03-26,"B9D81531264",NA,0.01,0.1,0.1,NA,0.22,0.5,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.72,"greater",0.510697674418605
"C0318B0431",2018-03-27,"B9D81410400",NA,0.01,0.1,0.1,NA,0.19,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.59,"greater",0.380697674418605
"C0318B0432",2018-03-27,"B9D81751379",NA,0.01,0.1,0.1,NA,0.19,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.59,"greater",0.380697674418605
"C0418B0493",2018-04-09,"A0V83671280",NA,0.01,0.1,0.1,NA,0.93,0.9,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.83,"greater",1.13232558139535
"C0418B0486",2018-04-09,"B9D75351292",NA,0.01,0.1,0.1,NA,0.74,0.7,3.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.72093023255814,0.0232558139534884,1.44,"greater",0.71906976744186
"C0418B0500",2018-04-10,"B9D81481421",NA,0.01,0.1,0.1,NA,0.2,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.6,"greater",0.390697674418605
"C0418B0504",2018-04-10,"B9D81971401",NA,0.01,0.1,0.1,NA,0.26,0.5,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.76,"greater",0.504186046511628
"C0418B0507",2018-04-10,"B9D81410400",NA,0.01,0.1,0.1,NA,0.13,0.4,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.53,"greater",0.39046511627907
"C0418B0508",2018-04-10,"B9D81751379",NA,0.01,0.1,0.1,NA,0.11,0.4,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.51,"greater",0.393720930232558
"C0418B0513",2018-04-11,"B9D81531264",NA,0.01,0.1,0.1,NA,0.1,0.6,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.7,"greater",0.606976744186046
"C0418B0555",2018-04-23,"B9D81531264",NA,0.01,0.1,0.1,NA,0.03,0.2,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.23,"greater",0.183488372093023
"C0418B0566",2018-04-24,"B9D81481421",NA,0.01,0.1,0.1,NA,0.19,0.3,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.49,"greater",0.280697674418605
"C0418B0570",2018-04-24,"B9D81971401",NA,0.01,0.1,0.1,NA,0.07,0.6,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.67,"greater",0.576976744186046
"C0418B0573",2018-04-24,"B9D81410400",NA,0.01,0.1,0.1,NA,0.21,0.3,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.51,"greater",0.300697674418605
"C0418B0574",2018-04-24,"B9D81751379",NA,0.01,0.1,0.1,NA,0.18,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.58,"greater",0.370697674418605
"C0518B0598",2018-05-07,"B9D81531264",NA,0.01,0.1,0.1,NA,0.04,0.2,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.24,"greater",0.193488372093023
"C0518B0606",2018-05-07,"B9D75351292",NA,0.01,0.1,0.1,NA,0.42,0.5,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.92,"greater",0.454883720930232
"C0518B0625",2018-05-08,"A0V83671280",NA,0.01,0.1,0.1,NA,1.69,0.6,7.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.72093023255814,0.0232558139534884,2.29,"greater",0.56906976744186
"C0518B0612",2018-05-09,"B9D81481421",NA,0.01,0.1,0.1,NA,0.14,0.4,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.54,"greater",0.40046511627907
"C0518B0619",2018-05-09,"B9D81410400",NA,0.01,0.1,0.1,NA,0.17,0.7,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.87,"greater",0.707209302325581
"C0518B0620",2018-05-09,"B9D81751379",NA,0.01,0.1,0.1,NA,0.08,0.4,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.48,"greater",0.410232558139535
"C0518B0679",2018-05-22,"B9D81481421",NA,0.01,0.1,0.1,NA,0.26,0.6,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.86,"greater",0.627441860465116
"C0518B0686",2018-05-22,"B9D81410400",NA,0.01,0.1,0.1,NA,0.23,0.8,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,1.03,"greater",0.820697674418605
"C0518B0687",2018-05-22,"B9D81751379",NA,0.01,0.1,0.1,NA,0.16,0.8,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.96,"greater",0.82046511627907
"C0618B0711",2018-06-04,"B9D81481421",NA,0.01,0.1,0.1,NA,0.22,0.4,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.62,"greater",0.433953488372093
"C0618B0724",2018-06-04,"B9D81531264",NA,0.01,0.1,0.1,NA,0.02,0.2,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.22,"greater",0.173488372093023
"C0618B0715",2018-06-04,"B9D81971401",NA,0.01,0.1,0.1,NA,0.03,0.4,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.43,"greater",0.383488372093023
"C0618B0718",2018-06-04,"B9D81410400",NA,0.01,0.1,0.1,NA,0.14,0.4,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.54,"greater",0.40046511627907
"C0618B0719",2018-06-04,"B9D81751379",NA,0.01,0.1,0.1,NA,0.12,0.8,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.92,"greater",0.803720930232558
"C0618B0740",2018-06-05,"B9D75351292",NA,0.01,0.1,0.1,NA,0.28,0.4,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.68,"greater",0.40093023255814
"C0618B0731",2018-06-05,"A0V83671280",NA,0.01,0.1,0.1,NA,2.2,0.7,10.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.37209302325581,0.0232558139534884,2.9,"greater",0.527906976744187
"C0618B0819",2018-06-19,"B9D81481421",NA,0.01,0.1,0.1,NA,0.24,0.5,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.74,"greater",0.507441860465116
"C0618B0823",2018-06-19,"B9D81971401",NA,0.01,0.1,0.1,NA,0.02,0.4,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.42,"greater",0.373488372093023
"C0618B0826",2018-06-19,"B9D81410400",NA,0.01,0.1,0.1,NA,0.19,0.5,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.69,"greater",0.480697674418605
"C0618B0827",2018-06-19,"B9D81751379",NA,0.01,0.1,0.1,NA,0.19,0.8,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.99,"greater",0.780697674418605
"C0718B0837",2018-07-09,"A0V83671280",NA,0.05,0.1,0.1,NA,3.91,0.6,13.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",3.09302325581395,0.0232558139534884,4.51,"greater",1.41697674418605
"C0718B0846",2018-07-09,"B9D75351292",NA,0.01,0.1,0.1,NA,0.25,0.4,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.65,"greater",0.394186046511628
"C0718B0852",2018-07-10,"B9D81481421",NA,0.01,0.1,0.1,NA,0.24,0.3,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.54,"greater",0.307441860465116
"C0718B0859",2018-07-10,"B9D81410400",NA,0.01,0.1,0.1,NA,0.17,0.6,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.77,"greater",0.607209302325581
"C0718B0860",2018-07-10,"B9D81751379",NA,0.01,0.1,0.1,NA,0.1,0.6,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.7,"greater",0.537209302325581
"C0718B0918",2018-07-24,"B9D81481421",NA,0.01,0.1,0.1,NA,0.19,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.49,"greater",0.327209302325581
"C0718B0925",2018-07-24,"B9D81410400",NA,0.01,0.1,0.1,NA,0.127,0.4,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.527,"greater",0.410720930232558
"C0718B0926",2018-07-24,"B9D81751379",NA,0.01,0.1,0.1,NA,0.08,0.5,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.58,"greater",0.510232558139535
"C0818B0931",2018-08-06,"A0V83671280",NA,0.01,0.1,0.1,NA,2.54,0.6,10.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.44186046511628,0.0232558139534884,3.14,"greater",0.698139534883721
"C0818B0946",2018-08-07,"B9D81481421",NA,0.01,0.1,0.1,NA,0.14,0.309,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.449,"greater",0.30946511627907
"C0818B0953",2018-08-07,"B9D81410400",NA,0.01,0.1,0.1,NA,0.127,0.5,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.627,"greater",0.510720930232558
"C0818B0954",2018-08-07,"B9D81751379",NA,0.01,0.1,0.1,NA,0.09,0.5,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.59,"greater",0.496976744186046
"C0818B1012",2018-08-21,"B9D81481421",NA,0.01,0.1,0.1,NA,0.114,0.3,0.505,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.117441860465116,0.0232558139534884,0.414,"greater",0.296558139534884
"C0818B1019",2018-08-21,"B9D81410400",NA,0.01,0.1,0.1,NA,0.127,0.4,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.527,"greater",0.410720930232558
"C0818B1020",2018-08-21,"B9D81751379",NA,0.01,0.1,0.1,NA,0.09,0.5,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.59,"greater",0.496976744186046
