"long_station_name","short_station_name","station_number","sample_code","collection_date","analyte","result","rpt_limit","units","method","sample_type","description","notes"
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0214B0181",2014-02-18,"Dissolved Nitrate + Nitrite","0.27",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0214B0184",2014-02-19,"Dissolved Nitrate","3.5",2,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0214B0184",2014-02-19,"Dissolved Nitrate + Nitrite","0.69",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0314B0238",2014-03-03,"Dissolved Nitrate","3.8",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0314B0238",2014-03-03,"Dissolved Nitrate + Nitrite","0.85",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0314B0230",2014-03-03,"Dissolved Nitrate","2.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0314B0230",2014-03-03,"Dissolved Nitrate + Nitrite","0.38",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0314B0251",2014-03-04,"Dissolved Nitrate","2.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0314B0251",2014-03-04,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0314B0260",2014-03-04,"Dissolved Nitrate","2.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0314B0260",2014-03-04,"Dissolved Nitrate + Nitrite","0.46",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0314B0261",2014-03-04,"Dissolved Nitrate","2.5",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0314B0261",2014-03-04,"Dissolved Nitrate + Nitrite","0.52",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0314B0290",2014-03-17,"Dissolved Nitrate","1.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0314B0290",2014-03-17,"Dissolved Nitrate + Nitrite","0.28",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0314B0280",2014-03-17,"Dissolved Nitrate","2.7",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0314B0280",2014-03-17,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0314B0289",2014-03-17,"Dissolved Nitrate","1.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0314B0289",2014-03-17,"Dissolved Nitrate + Nitrite","0.28",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0314B0321",2014-03-19,"Dissolved Nitrate","3.5",2.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0314B0321",2014-03-19,"Dissolved Nitrate + Nitrite","0.63",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0414B0333",2014-04-07,"Dissolved Nitrate","3",1.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0414B0333",2014-04-07,"Dissolved Nitrate + Nitrite","0.72",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0414B0325",2014-04-07,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0414B0325",2014-04-07,"Dissolved Nitrate + Nitrite","0.17",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0414B0346",2014-04-08,"Dissolved Nitrate","1.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0414B0346",2014-04-08,"Dissolved Nitrate + Nitrite","0.42",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0414B0357",2014-04-08,"Dissolved Nitrate","1.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0414B0357",2014-04-08,"Dissolved Nitrate + Nitrite","0.24",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0414B0358",2014-04-08,"Dissolved Nitrate","0.9",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0414B0358",2014-04-08,"Dissolved Nitrate + Nitrite","0.19",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0414B0394",2014-04-21,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0414B0394",2014-04-21,"Dissolved Nitrate + Nitrite","0.37",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0414B0409",2014-04-21,"Dissolved Nitrate","2.9",2.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0414B0409",2014-04-21,"Dissolved Nitrate + Nitrite","0.38",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0414B0405",2014-04-21,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0414B0405",2014-04-21,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0414B0406",2014-04-21,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0414B0406",2014-04-21,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0514B0468",2014-05-05,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0514B0468",2014-05-05,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0514B0476",2014-05-05,"Dissolved Nitrate","<5",5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0514B0476",2014-05-05,"Dissolved Nitrate","3",1.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0514B0476",2014-05-05,"Dissolved Nitrate + Nitrite","0.66",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0514B0490",2014-05-06,"Dissolved Nitrate","2.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0514B0490",2014-05-06,"Dissolved Nitrate + Nitrite","0.5",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0514B0513",2014-05-06,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0514B0513",2014-05-06,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0514B0514",2014-05-06,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0514B0514",2014-05-06,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0514B0553",2014-05-19,"Dissolved Nitrate","2.5",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0514B0553",2014-05-19,"Dissolved Nitrate + Nitrite","0.45",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0514B0538",2014-05-19,"Dissolved Nitrate","3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0514B0538",2014-05-19,"Dissolved Nitrate + Nitrite","0.59",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0514B0549",2014-05-19,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0514B0549",2014-05-19,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0514B0550",2014-05-19,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0514B0550",2014-05-19,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0614B0603",2014-06-02,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0614B0603",2014-06-02,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0614B0611",2014-06-02,"Dissolved Nitrate","2.7",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0614B0611",2014-06-02,"Dissolved Nitrate + Nitrite","0.58",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0614B0624",2014-06-03,"Dissolved Nitrate","2.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0614B0624",2014-06-03,"Dissolved Nitrate + Nitrite","0.53",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0614B0647",2014-06-03,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0614B0647",2014-06-03,"Dissolved Nitrate + Nitrite","0.07",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0614B0648",2014-06-03,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0614B0648",2014-06-03,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0614B0686",2014-06-16,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0614B0686",2014-06-16,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0614B0662",2014-06-16,"Dissolved Nitrate","2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0614B0662",2014-06-16,"Dissolved Nitrate + Nitrite","0.45",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0614B0685",2014-06-16,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0614B0685",2014-06-16,"Dissolved Nitrate + Nitrite","0.05",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0614B0694",2014-06-18,"Dissolved Nitrate","2.3",0.2,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0614B0694",2014-06-18,"Dissolved Nitrate + Nitrite","0.42",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0714B0731",2014-07-07,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0714B0731",2014-07-07,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0714B0739",2014-07-07,"Dissolved Nitrate","2.2",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0714B0739",2014-07-07,"Dissolved Nitrate + Nitrite","0.5",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0714B0752",2014-07-08,"Dissolved Nitrate","1.6",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0714B0752",2014-07-08,"Dissolved Nitrate + Nitrite","0.35",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0714B0847",2014-07-08,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0714B0847",2014-07-08,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0714B0848",2014-07-08,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0714B0848",2014-07-08,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0714B0775",2014-07-21,"Dissolved Nitrate","1.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0714B0775",2014-07-21,"Dissolved Nitrate + Nitrite","0.31",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0714B0790",2014-07-21,"Dissolved Nitrate","1.9",1.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0714B0790",2014-07-21,"Dissolved Nitrate + Nitrite","0.38",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0714B0786",2014-07-21,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0714B0786",2014-07-21,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0714B0787",2014-07-21,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0714B0787",2014-07-21,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0814B0885",2014-08-04,"Dissolved Nitrate","1.8",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0814B0877",2014-08-04,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0814B0877",2014-08-04,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0814B0885",2014-08-04,"Dissolved Nitrate + Nitrite","0.28",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0814B0898",2014-08-05,"Dissolved Nitrate","1.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0814B0898",2014-08-05,"Dissolved Nitrate + Nitrite","0.25",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0814B0909",2014-08-05,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0814B0909",2014-08-05,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0814B0910",2014-08-05,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0814B0910",2014-08-05,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0814B0923",2014-08-18,"Dissolved Nitrate","1.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0814B0923",2014-08-18,"Dissolved Nitrate + Nitrite","0.26",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0814B0934",2014-08-18,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0814B0934",2014-08-18,"Dissolved Nitrate + Nitrite","0.07",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0814B0935",2014-08-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0814B0935",2014-08-18,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0814B0938",2014-08-18,"Dissolved Nitrate","1.7",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0814B0938",2014-08-18,"Dissolved Nitrate + Nitrite","0.33",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0914B0986",2014-09-02,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River at W. Sac Intake Structure","SACWSACINT","A0210451","C0914B0986",2014-09-02,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0914B0993",2014-09-02,"Dissolved Nitrate","2",1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Mallard Island - D10A","D10A - Mallard","B9D80261551","C0914B0993",2014-09-02,"Dissolved Nitrate + Nitrite","0.38",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0914B1005",2014-09-03,"Dissolved Nitrate","1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0914B1005",2014-09-03,"Dissolved Nitrate + Nitrite","0.25",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0914B1015",2014-09-03,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0914B1015",2014-09-03,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0914B1016",2014-09-03,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0914B1016",2014-09-03,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0914B1037",2014-09-15,"Dissolved Nitrate","1.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento Deep Water Channel","SDWC","B9D81621397","C0914B1037",2014-09-15,"Dissolved Nitrate + Nitrite","0.31",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0914B1047",2014-09-15,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"Sacramento River @ Hood - C3A","C3A - Hood","B9D82211312","C0914B1047",2014-09-15,"Dissolved Nitrate + Nitrite","0.07",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"Sacramento River @ Westin Boat Dock","SacR. @ Westin BtDoc","B9D83221310","C0914B1048",2014-09-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
